id,package,domain,job_family,tier,V,R,wave,raters,recommendation,S1,S2,S3,U1,U2,U3,Q1,Q2,Q3,Q4,R1,R2,R3,H1,H2,G1,G2,G3,G4,capabilities,experts,evidence_level,confidence,one_liner
"kwp/small-business/ap-processor","anthropics/knowledge-work-plugins","finance","应付处理","A","69.6","68.0","W1","2","rewrite","3","3","2","4","3.5","2","4.5","5","5","1","4.5","2.5","2","5","5","pass","pass","pass","pass","upload artifact connector:email connector:other","finance","E2","med","从邮箱/上传件提取账单、编码科目、三单匹配，分两道审批入账并提出付款批次"
"legal/ip-legal/oss-review","anthropics/claude-for-legal","legal","合规检查","A","69.6","64.0","W2","2","rewrite","3","3","3","3","3.5","3","5","5","4.5","1","3","3","4","3","5","pass","pass","pass","pass","upload artifact profile connector:pm","legal engineering","E2","med","开源许可合规审查：按部署模式分类依赖许可、判定传染性义务、出站开源兼容性检查"
"legal/ip-legal/clearance","anthropics/claude-for-legal","legal","知识产权","A","69.6","66.0","W1","2","rewrite","3","3","3","2","4","3","5","5","5","1","4","3","2","3","5","pass","pass","pass","pass","upload artifact web profile connector:other","legal marketing","E2","med","商标近似初筛：显著性排除、近似商标检索、邻近词族与混淆因素逐项标记，绝不下'可用'结论"
"legal/commercial-legal/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","A","69.3","54.0","W2","2","rewrite","3.5","5","2.5","1","4","3","4.5","4.5","4","1","3","2","3","3","5","pass","pass","pass","pass","profile upload connector:docs connector:other artifact","legal","E2","med","访谈商事合同团队并读取已签合同样本，生成含买卖双方 playbook、升级矩阵、房屋风格的执业档案"
"kwp/sales/end-of-day","anthropics/knowledge-work-plugins","sales","状态汇报","A","69.2","67.0","W2","2","reference","4.5","2.5","2","5","2.5","2.5","3","4","5","1","3.5","3","3.5","5","5","pass","pass","pass","pass","upload artifact connector:transcript connector:calendar connector:crm connector:email scheduler","sales","E2","med","收尾当天：逐个处理或跳过当日通话、核对 CRM、记录承诺并排出明日三件事"
"kwp/data/data-context-extractor","anthropics/knowledge-work-plugins","data","指标口径","A","69.2","55.0","W3","2","rewrite","4","5","3","1.5","4","3","4","4","1","1.5","2","2.5","5","5","5","pass","pass","pass","pass","connector:warehouse sql profile python artifact","data","E3","med","访谈分析师并探查数仓，生成公司专属的数据分析 skill（实体、指标口径、标准过滤、坑点），可迭代补充"
"kwp/small-business/job-post-builder","anthropics/knowledge-work-plugins","hr","招聘","A","69.1","80.0","W1","2","rewrite","3","3","3.5","2","3.5","3.5","4","5","4","1","5","3","3","5","5","pass","pass","pass","pass","web office_gen artifact connector:docs browser","hr","E2","med","从岗位简报生成职位描述、分阶段面试指南与评分表、筛简历评分表和 offer 模板"
"kwp/small-business/speed-to-lead","anthropics/knowledge-work-plugins","sales","线索响应","A","69.1","54.0","W3","2","reference","4","3","2","5","2","2","3.5","5","5","1","2.5","2.5","3.5","5","5","pass","pass","pass","pass","scheduler connector:email connector:crm connector:calendar connector:chat artifact","sales","E2","med","定时扫描表单/邮箱/CRM 新询盘，按标准分四档，起草带真实时段的回复，热线索即时转人"
"legal/privacy-legal/reg-gap-analysis","anthropics/claude-for-legal","legal","法规差距分析","A","69.1","62.0","W2","2","rewrite","4","3.5","3","2","4","3","3","4.5","5","1","3","3","3.5","3","5","pass","pass","pass","pass","upload profile artifact web connector:pm","legal product","E2","med","把新出台/修订的隐私法规逐条拆解，对照现行政策与实践找差距，输出带负责人与期限的整改计划"
"legal/ai-governance-legal/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","A","69.0","57.0","W2","2","rewrite","3.5","4.5","3","1","4","3","4","4.5","4.5","1","3","2.5","3","3","5","pass","pass","pass","pass","profile upload connector:docs artifact","legal engineering exec","E2","med","访谈 AI 治理团队（提供者/部署者、监管足迹、影子 AI 盘点、场景化红线），读取 AI 政策/评估/供应商协议生成执业档案与用例台账"
"alir/c-level-agents/decide","alirezarezvani/claude-skills","exec","决策记录","A","69.0","62.0","W2","1","rewrite","4","5","3","3","3","4","3","4","3","1","3","2","5","4","3","pass","pass","pass","pass","profile artifact scheduler connector:docs","exec ops","E2","med","把创始人批准的董事会备忘录落为决策记录：成功/止损标准、保留异议、90 天复查"
"kwp/small-business/month-end-prep","anthropics/knowledge-work-plugins","finance","月结","A","68.8","52.0","W2","2","reference","3.5","2","2","2.5","4","2","5","5","5","1.5","3.5","1.5","2","5","5","pass","pass","pass","pass","upload office_gen artifact connector:other","finance","E2","med","账本与各支付渠道结算净额对账，查重复与缺票，写损益叙述并导出关账包"
"legal/ip-legal/portfolio","anthropics/claude-for-legal","legal","知识产权","A","68.8","53.0","W2","2","rewrite","4","4","2","2.5","3","3","4","5","4.5","1","3","2.5","2","3","5","pass","pass","pass","pass","upload artifact profile scheduler connector:other connector:chat","legal","E2","med","维护 IP 组合登记册：计算续展/年费期限、报告、增改与审计"
"alir/c-level-advisor/board-meeting","alirezarezvani/claude-skills","exec","战略决策会","A","68.8","62.0","W2","1","rewrite","4","4","4","2","4","3","3","4","4","1","3","2","5","4","3","pass","pass","pass","pass","subagent profile artifact","exec finance product","E2","med","六阶段多角色高管“董事会”审议：独立发言、批评、综合、创始人签核、决策入档"
"legal/product-legal/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","A","68.8","59.0","W2","2","rewrite","3.5","4.5","3","1","3.5","3.5","4","4.5","4.5","1","3","2.5","3.5","3","5","pass","pass","pass","pass","profile upload connector:pm connector:docs artifact","legal product","E2","med","访谈产品法务并读取 10 份历史上线审查，归纳""什么会阻断/需工作/仅知会""的公司风险校准表与审查框架"
"mkt/prospecting","coreyhaines31/marketingskills","sales","潜客名单","A","68.7","63.0","W2","2","rewrite","3","3","3","3","3","3","4","5","4.5","3","3.5","3","2.5","4","4","pass","pass","pass","pass","web artifact profile connector:crm connector:other","sales","E2","med","按四种分支把 ICP 转为带来源与置信度的合格潜客名单，含热/温/冷评分与合规护栏"
"kwp/small-business/grow-pipeline","anthropics/knowledge-work-plugins","sales","外联序列","A","68.6","70.0","W1","2","reference","4","3.5","2","2.5","4","2.5","3","4","5","1","4.5","2.5","2.5","5","5","pass","pass","pass","pass","web upload artifact connector:crm connector:email connector:other","sales marketing","E2","med","串联市场扫描、找客户、写外联、记 CRM 的拓客链，每个交接处设审批"
"kwp/sales/account-context","anthropics/knowledge-work-plugins","sales","客户研究","A","68.5","62.0","W2","2","rewrite","4","3","2.5","4","3","2.5","3","4","5","0.5","3","3","3.5","5","5","pass","pass","pass","pass","upload artifact connector:crm connector:email connector:docs connector:transcript connector:chat profile","sales","E2","med","汇总 CRM、邮件、文档、转录与内部聊天，生成现有客户的 360 度现状简报"
"legal/product-legal/feature-risk-assessment","anthropics/claude-for-legal","legal","风险评估","A","68.5","66.0","W2","2","rewrite","4","3","3.5","2","4","3.5","3","4","4.5","1","3","3","4.5","3","5","pass","pass","pass","pass","profile artifact web upload","legal product exec","E2","med","对上线审查中发现的新颖或高风险功能做深度评估：具体场景、可能性与严重度、缓解缺口、2–3 个可选方案与推荐"
"kwp/sales/account-research","anthropics/knowledge-work-plugins","sales","客户研究","A","68.4","82.0","W1","2","rewrite","3","3","3.5","4","3","3","3","4","5","0.5","4.5","3.5","4","5","5","pass","pass","pass","pass","web upload artifact connector:crm connector:other profile","sales research","E2","med","对目标公司及联系人做公开信息研究、ICP 匹配打分并查重 CRM 归属"
"kwp/legal/meeting-briefing","anthropics/knowledge-work-plugins","legal","会前准备","A","68.4","67.0","W2","2","rewrite","5","2.5","2.5","4","3","3.5","3","4","2","1","3","3.5","4","5","5","pass","pass","pass","pass","connector:calendar connector:email connector:chat connector:docs connector:crm connector:other","legal sales exec","E2","med","为有法律相关性的会议汇集背景、生成简报并跟踪会后行动项"
"kwp/sales/deal-review","anthropics/knowledge-work-plugins","sales","管道复盘","A","68.3","79.0","W1","2","rewrite","3","3","2.5","3.5","3","2.5","4","4.5","5","1.5","4.5","3","4","5","5","pass","pass","pass","pass","upload artifact connector:crm connector:email connector:transcript connector:chat profile","sales","E2","med","对单笔商机做信号调整后的健康度评分、资格缺口、阶段真实性核查与下一步建议"
"legal/ip-legal/invention-intake","anthropics/claude-for-legal","legal","知识产权","A","68.3","56.0","W2","2","rewrite","3.5","3","2.5","2.5","3.5","3","4.5","5","4.5","1","3","3","2","3","5","pass","pass","pass","pass","upload artifact profile","legal engineering","E2","med","发明披露初筛：新颖性、显而易见、可专利主题、公开时限、可检测性与战略价值六项筛查"
"legal/ip-legal/fto-triage","anthropics/claude-for-legal","legal","知识产权","A","68.2","61.0","W2","2","rewrite","3","3","2","1.5","5","2.5","5","5","5","1","3.5","3","2","3","5","pass","pass","pass","pass","upload artifact web profile connector:other","legal engineering","E2","med","专利自由实施(FTO)初筛：检索或用户提供专利，逐要素权利要求对照，列开放问题，绝不下'可上市'结论"
"fs/financial-analysis/competitive-analysis","anthropics/financial-services","finance","竞品分析","A","68.2","90.0","W1","2","rewrite","3","1","4.5","2.5","4","5","4","4.5","3.5","1","5","4","4","4","4","pass","pass","pass","fixable","web upload office_gen","finance product research marketing","E2","high","两阶段（先定范围与大纲再建）产出 10-20 页竞争格局幻灯片"
"kwp/productivity/update","anthropics/knowledge-work-plugins","productivity","事项管理","A","68.1","65.0","W2","2","rewrite","3","4","4","4.5","2","4","2.5","4","3","0.5","3","2.5","5","5","5","pass","pass","pass","pass","connector:pm connector:chat connector:email connector:calendar connector:docs profile","ops product","E2","med","同步项目跟踪器任务到 TASKS.md、分诊过期事项、补全记忆空白，可深扫聊天/邮件找漏记待办"
"legal/privacy-legal/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","A","68.1","57.0","W2","2","rewrite","3.5","4.5","2.5","1","4","3","4","4.5","4.5","1","3","2.5","3","3","5","pass","pass","pass","pass","profile upload connector:docs artifact","legal","E2","med","访谈隐私团队（控制者/处理者、监管足迹、DPA 立场、PIA 与 DSAR 流程），读取隐私政策/DPA 模板/样例 PIA 生成执业档案"
"legal/corporate-legal/entity-compliance","anthropics/claude-for-legal","legal","合规检查","A","68.1","56.0","W2","2","rewrite","3.5","4","2.5","2.5","3","2.5","4","5","5","1","3","3","2","3","5","pass","pass","pass","pass","profile artifact upload office_gen","legal finance ops","E2","med","维护集团各法律主体的年报/特许税等申报台账，报告到期事项、导入注册代理报告并做健康审计"
"legal/privacy-legal/dsar-response","anthropics/claude-for-legal","legal","数据主体请求","A","68.1","60.0","W2","2","rewrite","3.5","3","2.5","2.5","3.5","2.5","4.5","5","5","1","3","3","3","3","5","pass","pass","pass","pass","upload profile artifact web connector:other","legal support engineering","E2","med","处理数据主体权利请求：分类权利、身份核验、逐系统定位数据、豁免分析，并起草确认函与实质答复函"
